Order ID,TPT,Ship ahead day count,Ship Late Day count,Product ID,Unit quantity,Weight
1447379299,0,0,0,1699797,4060,5.466620348
1447399896,4,0,0,1699797,11655,17.39986105
1447355126,0,0,0,1699797,6010,8.199930523
1447379325,0,0,0,1699797,7920,11.9332407
1447182475,4,0,0,1699371,6005,5.8977068
1447182479,4,0,0,1699371,2249,1.965902267
1447320825,0,0,0,1699836,12243,118.74
1447405963,0,0,0,1699836,3864,33.86
1447320802,0,0,0,1699329,8665,45.19328472
1447306593,4,0,0,1699329,858,3.156663194
1447306625,4,0,0,1699329,2677,13.62665278
1447405948,0,0,0,1699329,854,3.156663194
1447182482,4,0,0,1699327,926,2.697477693
1447405955,0,0,0,1699623,10531,39.18065154
1447325922,0,0,0,1699625,12240,46.29109617
1447182469,4,0,0,1699625,840,2.114554808
1447392876,4,0,0,1699625,9288,34.71832212
1447325914,4,0,0,1699625,844,2.114554808
1447325916,4,0,0,1699625,15926,56.97842501
1447269587,4,0,0,1699248,1445,3.987005723
1447182481,4,0,0,1699248,3291,9.967514308
1447406047,0,0,0,1699248,3250,9.967514308
1447242979,4,0,0,1699416,4500,12.79197484
1447340138,0,0,0,1699416,5049,15.76225696
1447252497,4,0,0,1699416,2682,7.88112848
1447340137,4,0,0,1699416,5088,15.76225696
1447182464,4,0,0,1699418,14093,48.30336532
1447405956,0,0,0,1699418,890,1.926233275
1447405946,0,0,0,1699419,5092,13.15486052
1447365155,4,0,0,1699419,2708,7.077430258
1447405962,0,0,0,1699419,7494,23.23229077
1447316993,4,0,0,1699419,2704,7.077430258
1447340136,4,0,0,1699419,9853,29.30972103
1447331106,4,0,0,1699419,12895,39.15650885
1447182477,4,0,0,1699419,5075,15.15486052
1447325827,4,0,0,1699419,897,1.769357565
1447325826,4,0,0,1699419,2700,7.077430258
1447320841,0,0,0,1699417,10274,22.58849844
1447399894,4,0,0,1699417,10333,21.58849844
1447405987,0,0,0,1699417,7282,16.51194891
1447320771,0,0,0,1699417,4314,9.435399377
1447182456,4,0,0,1699417,5323,12.79424922
1447320772,0,0,0,1699417,3318,7.076549533
1447327176,0,0,0,1699378,3324,5.338981995
1447386266,0,0,0,1699378,12256,23.35592798
1447306632,4,0,0,1699553,678,1.740858902
1447392848,4,0,0,1699553,703,1.740858902
1447182466,4,0,0,1699553,680,1.740858902
1447254155,4,0,0,1699557,1141,3.045939285
1447392832,4,0,0,1699557,1530,4.568908928
1447316604,4,0,0,1699557,1107,3.045939285
1447182473,4,0,0,1699557,1089,3.045939285
1447392846,4,0,0,1699557,1081,3.045939285
1447182474,4,0,0,1699555,1144,2.910980721
1447241594,4,0,0,1699555,1094,2.910980721
1447392847,4,0,0,1699555,1137,2.910980721
1447392833,4,0,0,1699555,1145,2.910980721
1447182480,4,0,0,1699555,674,1.455490361
1447405934,0,0,0,1699555,660,1.455490361
1447182471,4,0,0,1699555,1949,5.821961442
1447344845,0,0,0,1699310,1164,6.566666667
1447412852,0,0,0,1699310,1176,6.56
1447182468,4,0,0,1699311,5666,41.2
1447182458,4,0,0,1699311,2971,20.58
1447313125,0,0,0,1699310,1198,6.48
1447405947,0,0,0,1699265,1279,4.643792751
1447344844,0,0,0,1699526,1905,6.44
1447182467,4,0,0,1699525,6697,25.6
1447313124,0,0,0,1699526,1882,6.4
1447182457,4,0,0,1699525,1895,6.38
1447313126,0,0,0,1699700,5250,3.94
1447306599,4,0,0,1699022,10278,35.52
1447306598,4,0,0,1699674,7449,21.50245113
1447343378,4,0,0,1699674,3000,8.438419173
1447306540,4,0,0,1699345,1323,2.985013808
1447306543,4,0,0,1699345,1271,2.985013808
1447350176,4,0,0,1699345,1327,2.985013808
1447397994,4,0,0,1699345,2278,5.970027615
1447231068,4,0,0,1699540,5120,8.615247601
1447306539,4,0,0,1699540,5033,8.615247601
1447355122,4,0,0,1699540,1846,2.8717492
1447240888,4,0,0,1699540,9888,18.2304952
1447364832,0,0,0,1699540,3462,5.7434984
1447240889,4,0,0,1699540,5123,8.615247601
1447306547,4,0,0,1699368,1873,1.930522091
1447372032,4,0,0,1699368,1932,1.930522091
1447298091,0,0,0,1699368,5128,5.791566273
1447182462,4,0,0,1699368,5066,5.791566273
1447320773,0,0,0,1699368,1870,1.930522091
1447405933,0,0,0,1699368,13048,15.44417673
1447182478,4,0,0,1699368,1912,1.930522091
1447182470,4,0,0,1699372,1128,0.789763277
1447387682,0,0,0,1699372,1930,1.579526553
1447182465,4,0,0,1699220,1931,0.075121356
1447405925,0,0,0,1699575,41852,107.5236364
1447320725,0,0,0,1699575,26302,67.57727273
1447286437,4,0,0,1699575,26242,63.04
1447189588,4,0,0,1699537,4832,11.71987585
1447231071,4,0,0,1699537,1183,2.143975171
1447182463,4,0,0,1699537,1142,2.143975171
1447337605,0,0,0,1699537,7505,17.15180136
1447344825,0,0,0,1699537,3921,8.575900682
1447182453,4,0,0,1699574,10372,17.65650833
1447327230,0,0,0,1699574,3658,5.552169442
1447182472,4,0,0,1699576,5446,6.314313908
1447182476,4,0,0,1699576,5502,6.314313908
1447377331,0,0,0,1699567,22787,19.49078841
1447306550,4,0,0,1699567,5330,4.109064091
1447320801,0,0,0,1699567,10296,8.218128182
1447377332,0,0,0,1699567,10266,8.218128182
1447286434,4,0,0,1699567,10240,8.218128182
1447286433,4,0,0,1699567,22789,18.49078841
1447366430,0,0,0,1699567,2794,2.054532046
1447320823,0,0,0,1699841,1942,2.873199401
1447405949,0,0,0,1699841,8695,15.36599701
1447182452,4,0,0,1699841,3654,5.746398802
1447306624,4,0,0,1699841,3667,5.746398802
1447262012,0,0,0,1658528,304,0.573273739
1447308835,0,0,0,1699166,581,3.44
1447261867,0,0,0,1699591,4118,11.24513043
1447201701,0,0,0,1699591,5098,14.05641304
1447356153,0,0,0,1699591,5054,15.05641304
1447338332,0,0,0,1699465,3836,4.943945192
1447308150,0,0,0,1699465,2031,2.471972596
1447335437,0,0,0,1699465,2026,2.471972596
1447262050,0,0,0,1629341,660,5.775454545
1447261869,0,0,0,1699242,841,1.77923094
1447404340,0,0,0,1699242,891,1.77923094
1447323414,0,0,0,1699242,895,1.77923094
1447384151,0,0,0,1699242,870,1.77923094
1447221634,0,0,0,1699242,857,1.77923094
1447340633,0,0,0,1699242,844,1.77923094
1447184596,0,0,0,1699242,853,1.77923094
1447278500,0,0,0,1699799,2819,2.095795894
1447386297,0,0,0,1699799,2745,2.095795894
1447182392,0,0,0,1699799,2816,2.095795894
1447309255,0,0,0,1699552,463,0.590121307
1447396767,0,0,0,1699552,2386,6.045145095
1447352019,0,0,0,1699552,754,1.209029019
1447352021,0,0,0,1699552,1500,3.627087057
1447379197,0,0,0,1699552,1539,3.627087057
1447359555,0,0,0,1699552,1174,2.418058038
1447178244,0,0,0,1699552,7440,19.55349332
1447317148,0,0,0,1699552,1507,3.627087057
1447359554,0,0,0,1699552,2372,6.045145095
1447352022,0,0,0,1699552,2782,7.254174114
1447352018,0,0,0,1699552,1976,4.836116076
1447352020,0,0,0,1699552,1097,2.418058038
1447205762,0,0,0,1693117,325,1.207741935
1447205763,0,0,0,1693117,333,2.2
1447370682,0,0,0,1699172,1191,11.5
1447372963,0,0,0,1699173,1446,14.94
1447182403,0,0,0,1699173,604,3.42
1447234949,0,0,0,1699184,1314,6.373333333
1447178062,0,0,0,1699184,1296,6.373333333
1447388729,0,0,0,1699184,1318,6.28
1447392217,0,0,0,1699353,1495,6.207562282
1447193187,0,0,0,1699298,4258,12.59397511
1447353695,0,0,0,1699345,1284,2.985013808
1447352524,0,0,0,1699540,3532,5.7434984
1447182398,0,0,0,1699540,1837,2.8717492
1447278497,0,0,0,1699540,8251,15.358746
1447255584,0,0,0,1699540,3461,5.7434984
1447332136,0,0,0,1699540,3522,5.7434984
1447366887,0,0,0,1699540,3440,5.7434984
1447234950,0,0,0,1699540,1892,2.8717492
1447213261,0,0,0,1699368,5074,5.791566273
1447201702,0,0,0,1699697,2813,1.653936872
1447201700,0,0,0,1699697,5296,3.307873744
1447182394,0,0,0,1698924,8340,22.61244824
1447178243,0,0,0,1698924,12917,38.2860306
1447182393,0,0,0,1698997,10256,0.368850614
1447362579,0,0,0,1698997,14248,0.51639086
1447410884,2,3,0,1650905,638,6.436571429
1447373506,2,3,0,1620510,419,2.352886836
1447393109,2,3,0,1620510,374,3.5
1447205898,2,3,0,1658532,305,0.819272962
1447261157,2,3,0,1658532,268,0.409636481
1447283772,2,3,0,1658532,336,0.819272962
1447216710,2,3,0,1658532,319,0.819272962
1447302786,2,3,0,1658532,361,0.819272962
1447283727,2,3,0,1658532,383,1.228909443
1447373433,2,3,0,1658532,308,0.819272962
1447389131,2,3,0,1658532,327,0.819272962
1447208346,2,3,0,1658532,324,0.20481824
1447266883,2,3,0,1658532,344,1.228909443
1447373503,2,3,0,1658528,303,0.286636869
1447401850,2,3,0,1658528,353,0.286636869
1447373491,2,3,0,1658528,644,4.08
1447373510,2,3,0,1649008,423,1.297699115
1447305018,2,3,0,1696757,299,2.177284597
1447373481,2,3,0,1696757,301,2.177284597
1447305017,2,3,0,1696757,377,4.427145348
1447373453,2,3,0,1696757,308,2.177284597
1447186295,2,3,0,1696758,244,0.059972466
1447201982,2,3,0,1696758,312,0.179917397
1447219347,2,3,0,1696758,340,2.338926161
1447186299,2,3,0,1696758,304,0.119944931
1447186296,2,3,0,1696758,333,0.299862328
1447201983,2,3,0,1696758,340,1.199449313
1447201985,2,3,0,1696758,263,1.139476848
1447219348,2,3,0,1696758,397,9.595594506
1447302857,2,3,0,1696746,276,0.530331806
1447373488,2,3,0,1696746,243,0.265165903
1447399142,2,3,0,1696746,291,0.088388634
1447373487,2,3,0,1696746,302,0.220971586
1447399141,2,3,0,1696746,307,0.530331806
1447373486,2,3,0,1696746,313,2.828436299
1447373464,2,3,0,1696746,339,0.486137489
1447219344,2,3,0,1696748,291,0.071701063
1447373480,2,3,0,1696748,337,0.358505317
1447373479,2,3,0,1696748,301,1.43402127
1447305011,2,3,0,1696748,317,0.358505317
1447402615,2,3,0,1700382,254,2.910613718
1447402565,2,3,0,1700382,339,2.910613718
1447402566,2,3,0,1700382,270,5.96
1447312218,2,3,0,1676566,288,0.104953763
1447309077,2,3,0,1675654,434,0.945155161
1447403222,2,3,0,1696074,257,0.177582968
1447403221,2,3,0,1696074,513,1.820225426
1447373476,2,3,0,1696073,335,0.01297592
1447179686,2,3,0,1676853,268,0.002641625
1447373461,2,3,0,1685214,341,0.255
1447373421,2,3,0,1668612,313,0.372274882
1447306774,2,3,0,1668612,303,1.786919431
1447309551,2,3,0,1668612,333,2.680379147
1447390885,2,3,0,1668612,316,0.893459716
1447375215,2,3,0,1668612,296,0.372274882
1447301467,2,3,0,1668612,374,1.786919431
1447229098,2,3,0,1668607,237,0.101466544
1447392971,2,3,0,1700094,266,0.189050715
1447373492,2,3,0,1700094,247,0.441118336
1447390899,2,3,0,1700094,321,0.12603381
1447390908,2,3,0,1700097,292,0.067020725
1447367647,2,3,0,1689298,249,0.105125162
1447375240,2,3,0,1651302,366,0.66396044
1447312217,2,3,0,1651302,321,0.132792088
1447312216,2,3,0,1651302,335,0.298782198
1447188612,2,3,0,1651302,346,0.132792088
1447401851,2,3,0,1651302,272,0.112873275
1447309076,2,3,0,1651302,479,1.32792088
1447373505,2,3,0,1651302,880,3.5
1447390890,2,3,0,1651299,424,0.486766751
1447390889,2,3,0,1651299,618,0.870095567
1447309594,2,3,0,1651299,327,0.121691688
1447410883,2,3,0,1651299,541,0.894433905
1447390891,2,3,0,1651299,600,0.870095567
1447410885,2,3,0,1651299,239,0.006084584
1447241521,2,3,0,1684170,291,2.318463252
1447241523,2,3,0,1684170,307,2.753175112
1447241522,2,3,0,1684170,282,0.072451977
1447194398,2,3,0,1684170,274,2.318463252
1447312472,2,3,0,1684170,332,1.811299416
1447312471,2,3,0,1684170,276,1.014327673
1447312470,2,3,0,1684170,292,2.318463252
1447373502,2,3,0,1688600,270,3.236024845
1447305239,2,3,0,1688600,251,1.941614907
1447194399,2,3,0,1689541,319,0.437569513
1447261164,2,3,0,1689541,280,2.041991063
1447219338,2,3,0,1688629,247,0.179365311
1447373478,2,3,0,1689785,291,0.818904958
1447373501,2,3,0,1689785,297,0.818904958
1447309595,2,3,0,1689546,414,7.662544164
1447211156,2,3,0,1689551,285,0.149271624
1447394302,2,3,0,1672706,241,0.56512221
1447403135,2,3,0,1672706,317,0.659309245
1447403223,2,3,0,1672706,240,0.56512221
1447373499,2,3,0,1672706,315,0.659309245
1447266970,2,3,0,1674853,292,3.666587537
1447373521,2,3,0,1674853,362,3.75388724
1447304795,2,3,0,1674853,286,4.103086053
1447304801,2,3,0,1674853,322,4.103086053
1447312469,2,3,0,1674853,280,0.087299703
1447373519,2,3,0,1674853,352,2.269792285
1447229000,2,3,0,1674853,376,4.80148368
1447229004,2,3,0,1674853,280,2.095192878
1447304800,2,3,0,1674853,287,1.833293769
1447373520,2,3,0,1674853,290,3.75388724
1447261172,2,3,0,1674853,318,2.531691395
1447229003,2,3,0,1674853,315,4.103086053
1447304794,2,3,0,1674853,315,3.75388724
1447373517,2,3,0,1674853,344,3.841186944
1447373518,2,3,0,1674853,371,4.103086053
1447304797,2,3,0,1674853,322,3.928486647
1447229002,2,3,0,1674853,289,0.349198813
1447373516,2,3,0,1674853,369,3.841186944
1447229005,2,3,0,1674853,293,0.087299703
1447304796,2,3,0,1674853,307,3.75388724
1447194397,2,3,0,1674853,298,0.087299703
1447229001,2,3,0,1674853,311,5.150682493
1447373462,2,3,0,1672713,256,0.86017192
1447194394,2,3,0,1672713,344,0.86017192
1447194396,2,3,0,1672713,314,0.43008596
1447194395,2,3,0,1672713,302,0.43008596
1447304798,2,3,0,1674853,378,6.8
1447304799,2,3,0,1674853,419,7.42
1447373477,2,3,0,1672722,326,0.84321784
1447305016,2,3,0,1672722,319,0.766561673
1447373463,2,3,0,1682739,281,1.481581569
1447390898,2,3,0,1682832,328,0.356129007
1447373500,2,3,0,1682805,316,4.29574874
1447389209,2,3,0,1682805,403,8.59149748
1447219336,2,3,0,1682757,323,1.002294702
1447261163,2,3,0,1682757,361,6.18081733
1447219335,2,3,0,1682757,367,3.173933224
1447241517,2,3,0,1682763,301,3.795869134
1447241518,2,3,0,1682763,317,1.485340096
1447398965,2,3,0,1682835,316,4.935263686
1447373493,2,3,0,1689145,299,0.05723071
1447373512,2,3,0,1660579,372,4.5195333
1447281463,2,3,0,1660579,289,0.90390666
1447187564,2,3,0,1669702,910,13.68
1447261159,2,3,0,1669702,1138,17.86
1447227122,2,3,0,1687661,460,3.224
1447212629,2,3,0,1687346,327,0.083485509
1447227124,2,3,0,1687346,406,1.669710177
1447390892,2,3,0,1687346,273,0.14609964
1447393110,2,3,0,1669409,545,2.656478205
1447323825,2,3,0,1669409,1263,8.06
1447373483,2,3,0,1651126,287,2.647666667
1447373509,2,3,0,1657064,355,0.465487313
1447373469,2,3,0,1668545,329,0.739606235
1447227123,2,3,0,1668545,314,0.211316067
1447261158,2,3,0,1668545,874,5.1
1447227125,2,3,0,1668547,395,0.63731447
1447179661,2,3,0,1696488,316,0.040744681
1447313161,2,3,0,1662317,297,1.031366906
1447373425,2,3,0,1663337,280,1.65582607
1447373449,2,3,0,1663347,306,2.801207178
1447373459,2,3,0,1672085,352,5.667269254
1447373457,2,3,0,1672085,335,1.416817314
1447240822,2,3,0,1672085,334,2.833634627
1447373458,2,3,0,1672085,348,2.833634627
1447373460,2,3,0,1672085,350,2.833634627
1447305226,2,3,0,1672085,324,6.8
1447373522,2,3,0,1672091,389,11.49272284
1447373523,2,3,0,1672091,275,5.246361418
1447308930,2,3,0,1672091,297,7.869542127
1447261160,2,3,0,1672034,256,2.229867194
1447241509,2,3,0,1672034,278,1.783893755
1447241511,2,3,0,1672034,326,0.222986719
1447373514,2,3,0,1672034,325,3.344800791
1447261161,2,3,0,1672034,261,2.006880474
1447241507,2,3,0,1672034,244,0.11149336
1447241513,2,3,0,1672034,308,1.114933597
1447261162,2,3,0,1672034,264,0.222986719
1447214659,2,3,0,1696654,313,0.347022951
1447219887,2,3,0,1697072,262,0.030910639
1447187237,2,3,0,1697086,279,0.015916943
1447281391,2,3,0,1677884,276,0.176849887
1447281390,2,3,0,1677884,339,0.212219864
1447373494,2,3,0,1677889,240,0.017349059
1447373466,2,3,0,1677889,281,0.057830196
1447191649,2,3,0,1677889,289,0.057830196
1447390897,2,3,0,1677878,795,1.859064657
1447373504,2,3,0,1677878,290,0.074362586
1447410717,2,3,0,1666954,356,0.507821482
1447229203,2,3,0,1666954,319,0.192148669
1447207594,2,3,0,1666954,239,0.068624525
1447373495,2,3,0,1666954,2561,24.2
1447391442,2,3,0,1660551,381,8.40555005
1447373489,2,3,0,1660551,314,1.200792864
1447373511,2,3,0,1660551,323,1.200792864
1447373490,2,3,0,1660551,249,1.200792864
1447373513,2,3,0,1682982,320,2.18
1447211434,2,3,0,1682983,301,0.050373105
1447362503,4,0,0,1684560,9286,4.011579207
1447273023,4,0,0,1684560,6288,2.674386138
1447327828,4,0,0,1684560,18297,8.023158413
1447350150,4,0,0,1684560,18328,8.023158413
1447209354,4,0,0,1684560,12331,5.348772275
1447273038,4,0,0,1684560,15331,6.685965344
1447156286,4,0,0,1684560,18264,8.023158413
1447207801,4,0,0,1684560,6253,2.674386138
1447353640,4,0,0,1684560,6285,2.674386138
1447172090,4,0,0,1684560,18329,8.023158413
1447203522,4,0,0,1684560,12333,5.348772275
1447353624,4,0,0,1684560,3273,1.337193069
1447384077,4,0,0,1684560,3254,1.337193069
1447331098,4,0,0,1684560,3261,1.337193069
1447172061,4,0,0,1684560,9286,4.011579207
1447289953,4,0,0,1684560,3313,1.337193069
1447310383,4,0,0,1684560,12251,5.348772275
1447152287,4,0,0,1684560,3278,1.337193069
1447207802,4,0,0,1684560,6301,2.674386138
1447269304,4,0,0,1684560,15268,6.685965344
1447269278,4,0,0,1684560,6265,2.674386138
1447172088,4,0,0,1684560,18308,8.023158413
1447269269,4,0,0,1684560,6293,2.674386138
1447201494,4,0,0,1684560,6277,2.674386138
1447272973,4,0,0,1684560,6267,2.674386138
1447286377,4,0,0,1684560,12279,5.348772275
1447384052,4,0,0,1684560,6233,2.674386138
1447201524,4,0,0,1684560,6284,2.674386138
1447384055,4,0,0,1684560,18331,8.023158413
1447310390,4,0,0,1684560,12326,5.348772275
1447221387,4,0,0,1684560,3319,1.337193069
1447207820,4,0,0,1684560,6309,2.674386138
1447201517,4,0,0,1684560,15263,6.685965344
1447353629,4,0,0,1684560,6265,2.674386138
1447269353,4,0,0,1684560,18240,8.023158413
1447286292,4,0,0,1684560,6301,2.674386138
1447172041,4,0,0,1684560,3296,1.337193069
1447156283,4,0,0,1684560,3268,1.337193069
1447272984,4,0,0,1684560,6321,2.674386138
1447290014,4,0,0,1684560,18264,8.023158413
1447162260,4,0,0,1684560,15243,6.685965344
1447290012,4,0,0,1684560,9237,4.011579207
1447152289,4,0,0,1684560,15301,6.685965344
1447201512,4,0,0,1684560,6307,2.674386138
1447353625,4,0,0,1684560,3261,1.337193069
1447399905,0,3,0,1699676,16240,24.14574572
1447335401,0,3,0,1699844,1402,74.72
1447311716,0,3,0,1699135,1474,14.8
1447322708,0,3,0,1699283,2812,12.76303424
1447182396,0,3,0,1699283,1090,3.921011413
1447185194,0,3,0,1699283,2853,12.76303424
1447182387,0,3,0,1699283,1099,3.921011413
1447207513,0,3,0,1699283,3626,16.68404565
1447320602,0,3,0,1699283,1941,7.842022826
1447182386,0,3,0,1699283,1139,3.921011413
1447269478,0,3,0,1699283,1916,7.842022826
1447269480,0,3,0,1699283,2002,7.842022826
1447399908,0,3,0,1699369,1258,2.672789039
1447184600,0,3,0,1699268,1518,2.653359699
